"Post ID","Page ID","Page name",Title,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,"Average Seconds viewed",Comments,Distribution,"Approximate earnings (USD)","Stars (USD)",Impressions,Interactions,"Net follows",Reactions,Saves,Shares,"Seconds viewed",Viewers,Views
122126806959355495,61590664855715,"Universe impact","Venus was supposed to be dead inside — but new data says it's still tearing itself apart.

New high-resolution 3D simulations from ETH Zurich reveal Venus's largest rift valleys are geologically young. Dali, Ganis, and Devana Chasma may still be widening at 3–10 cm a year. One rift system stretches nearly 10,000 km with walls up to 4.8 km high — dwarfing Earth's Grand Canyon.

Heat flow near Dali Chasma reaches ~180 mW/m². Magellan radar from the 1990s captured a volcanic vent near Maat Mons that visibly changed in just 8 months. ESA's EnVision orbiter will test the model directly.

Is Venus alive right now? Comment below.

## Hashtags
#Venus #Space #Astronomy #NASA #ESA #EnVision #Geology #Planets #Science #UniverseImpact",91,"08/17/2026 11:59",https://www.facebook.com/reel/2847653835600720/,Reel,,Lifetime,18.049,0,-1.7x,0,0,3117,48,8,49,2,0,55178.527,3085,3249
122126793261355495,61590664855715,"Universe impact","The Moon has been hiding water for billions of years — and we just figured out how to listen for it without drilling a single hole.

New research shows moonquakes can map water ice buried up to 800 meters beneath the lunar south pole. Ice-rich soil carries seismic waves 2–3x faster than dry rock, so a single moonquake reveals exactly where the ice is hiding.

This matters more than ever: NASA's Artemis program lands astronauts near the south pole in 2028, and China's Chang'e-7 is launching as early as this month — carrying a seismometer straight to Shackleton Crater, the exact spot the model says the ice should be.

- How seismometers turn moonquakes into an ice map
- Why buried ice is the key to Artemis survival
- The Chang'e-7 mission racing to confirm it
- The wild twist: this ice may explain Earth's own oceans

What do you think we'll find under the south pole? Drop your theory in the comments, and follow @universe.impact for the next discovery.

## Hashtags
#moon #moonquakes #lunarice #artemis #nasa #chang7 #space #science #astronomy #universeimpact",90,"08/17/2026 10:33",https://www.facebook.com/reel/1753738042321401/,Reel,,Lifetime,9.116,0,-16.3x,0,0,570,14,1,15,1,0,5005.071,544,569
122126718009355495,61590664855715,"Universe impact","Astronomers watched a black hole tear a star apart with more energy than any explosion ever recorded. Then — months later — something in the wreckage was still moving.

This is AT2024wpp, nicknamed ""the Whippet"": a star roughly 400 billion times brighter than the Sun at peak, destroyed in a tidal disruption event. The shockwave raced outward at one-fifth the speed of light.

But months after the star should have been completely gone, telescopes caught fast-moving helium in the wreckage — something survived the black hole.

- What a tidal disruption event actually looks like
- Why ""the Whippet"" outshone entire galaxies
- How a star can survive being shredded
- What the fast helium means

What do YOU think survived inside that wreckage? Drop your theory in the comments, and follow @universe.impact for the next discovery.

## Hashtags
#blackhole #tidaldisruption #space #astronomy #thewhippet #nasa #universe #science #spacenews #mindblowing #universeimpact

## Chapters
- 00:00 The Event
- 00:07 400 Billion Times the Sun
- 00:15 The Whippet
- 00:22 Shredded Into a Disk
- 00:30 The Shockwave
- 00:40 A Tidal Disruption Event
- 00:50 Fast Helium: The Mystery
- 01:00 Did Something Survive?
- 01:08 Pulling Back Through Debris
- 01:18 The Question + Follow

## Pinned Comment
What do you think survived inside that wreckage? Drop your theory below. 🚀",84,"08/17/2026 03:50",https://www.facebook.com/reel/1038434085638780/,Reel,,Lifetime,25.328,5,-0.8x,0,0,2801,78,18,72,1,2,70514.204,2791,3086
122126504943355495,61590664855715,"Universe impact","Millions of people genuinely believed Earth would lose gravity for 7 seconds on August 12, 2026.

The hoax — ""Project Anchor"" — claimed NASA had a secret $89 billion program and that up to 40 million people could die when gravity switched off and slammed back on. It spread across TikTok, Instagram, Facebook, Reddit, and X for months. Real outlets covered it. NASA issued a statement.

Here's what was actually real:
- A total solar eclipse WAS visible across parts of Europe on that date ✅
- Gravity does NOT come from the sky — it comes from Earth's own mass ✅
- An eclipse does not touch gravity — the Sun and Moon create tides, measured for centuries ✅
- Nothing happened on August 12, because nothing could happen ✅

The real story is media literacy: a specific date, a scary number, and a fake secret document convinced millions.

## Hashtags
#gravity #eclipse #science #astronomy #conspiracy #deabunked #mediaLiteracy #nasa #spacefacts #projectanchor #solareclipse #mythbusting #sciencefacts #stem #learnontiktok",82,"08/16/2026 05:20",https://www.facebook.com/reel/1106333802059911/,Reel,,Lifetime,22.369,4,-4.2x,0,0,485,23,3,19,1,0,17604.804,775,900
122126379693355495,61590664855715,"Universe impact","Astronomers just released the biggest map of the universe ever made. Four billion
objects across three-quarters of the entire sky. Five point six trillion pixels.
Thirteen years of data, 263,000 telescope exposures, stitched into a single image.
And the map is completely free — you can open it right now and zoom into your own
patch of the sky, deeper than any human before you.

But buried inside it is a clue that could rewrite everything we think we know about
the universe. For years, astronomers believed dark energy was a constant — a fixed
force pushing the universe apart forever. DESI's early results suggest it's not.
The force that rules the cosmos may be weakening over time. If that's real, it
breaks the standard model of cosmology. And the fate of every star, every galaxy,
every possible future, depends on what dark energy does next.

Is dark energy fading? Growing? Or could it one day pull the universe back
together? Science doesn't have the answer yet — but for the first time, we have
the map to find out.

Explore the map yourself: viewer.legacysurvey.org

## Chapters
- 00:00 The impossible map
- 00:17 13 years · 263,000 exposures
- 00:37 The cosmic web
- 00:53 The dark energy clue
- 01:12 The standard model
- 01:28 The open question
- 01:46 Follow Universe Impact

## Hashtags
#darkenergy #desi #cosmology #universe #astronomy #space #science #jwst #cosmicweb #biggestmap #milkyway #UniverseMap",93,"08/15/2026 15:24",https://www.facebook.com/reel/920565677194775/,Reel,,Lifetime,23.399,10,+1.4x,0,0,6271,251,38,240,20,9,141962.939,6050,6613
122126280531355495,61590664855715,"Universe impact","Astronomers just found the first of a brand-new kind of object. Published this week in Nature, a black hole roughly 100,000 times the mass of the Sun is wrapped in a dense cocoon of gas the size of our solar system. It shines like a star — but it is powered by a black hole, not fusion. A hundred billion times brighter than any star that ever burned, it explains the mysterious ""little red dots"" that have puzzled scientists for years — and it may show how every giant black hole in the universe, including the one at the center of our Milky Way, was born.

This is the story of the most surprising discovery of the week.

## Chapters
- 00:00 NASA found an object that shouldn't exist
- 00:08 Little red dots — the mystery
- 00:19 The deepest Balmer break ever seen
- 00:30 A black hole star
- 00:44 Star vs black hole star
- 00:58 The seed of every giant black hole
- 01:12 Follow Universe Impact

## Hashtags
#blackholestar #jameswebb #jwst #astronomy #space #nasa #nature #astrophysics #cosmicdawn #blackhole #reddots #universe",80,"08/15/2026 06:26",https://www.facebook.com/reel/1096224836071989/,Reel,,Lifetime,28.844,12,+3.8x,0,0,18182,703,201,626,47,38,514212.251,17306,20513
122126153787355495,61590664855715,"Universe impact","1,600 miles beneath our feet lies one of Earth’s greatest secrets: a giant structure 100× taller than Mount Everest.

Geologists call it an LLSVP—a massive, continent-sized ""blob"" sitting right on top of Earth's core. But while its Pacific twin stays grounded, the African blob is strangely light, unstable, and slowly churning upward.

New simulations from Arizona State University suggest this deep mantle monster is reshaping the continent above—pushing up East Africa and altering Earth's gravity field.

Is it the buried graveyard of ancient ocean floors? Or leftover pieces of Theia—the ancient planet that hit Earth 4.5 billion years ago?

Drop your theory in the comments! 👇

00:00 - Deep underground anomaly
00:08 - The Pacific vs. African blobs
00:21 - Why the African structure is unique
00:35 - How it affects the surface today
00:48 - The planet-collision theory
01:00 - Comment your thoughts

#earthscience #geology #mystery #discovery #theia #space #science #shorts",74,"08/14/2026 15:17",https://www.facebook.com/reel/1587471263093794/,Reel,,Lifetime,23.521,1,-1.3x,0,0,5345,88,15,79,7,4,123063.275,5152,5792
122126134173355495,61590664855715,"Universe impact","> There's a dog buried on Mars. And it's one of twenty impossible objects hiding under the planet.
>
> Scientists mapped Mars' gravity and found mass that should not be there: 20 dense structures under the northern plains, hundreds of kg/m³ denser than everything around them. No craters. No volcanoes. Nothing on the surface explains them.
>
> One is shaped exactly like a dog.
>
> They could be the crushed seabed of an ancient ocean. Or volcanic plumbing from a planet still alive inside.
>
> What do you think is buried under Mars? 👇
>
> 00:00 A dog buried on Mars
> 00:04 One is shaped exactly like a dog
> 00:09 The 20 impossible objects
> 00:19 How it was discovered
> 00:28 What they could be
> 00:41 Comment your theory
>
> #mars #astronomy #space #nasa #science #hidden #discovery #shorts",53,"08/14/2026 13:31",https://www.facebook.com/reel/2023391824982931/,Reel,,Lifetime,12.725,0,-0.4x,0,0,1709,25,1,24,2,0,21379.404,1677,1833
122125886937355495,61590664855715,"Universe impact","Yesterday, the Moon swallowed the Sun. ☀️🌑

In the middle of the day, a perfect black disk slid across the sky and blotted out our star — for two minutes, a billion people stood under the shadow of the Moon.

Here's what breaks your brain: the Sun is 400 times bigger than the Moon. But it's also 400 times farther away. So from Earth, they appear EXACTLY the same size — the only coincidence like this anywhere in the solar system.

When the Moon lined up perfectly, it fit the Sun like a lid. The corona blazed around it. Temperatures dropped. Birds fell silent. Then came the diamond ring — and daylight returned.

15 million people in Spain, plus millions in Iceland and Greenland, saw day turn to night. 🌍

The next total eclipse is Aug 2, 2027 — and it lasts over 6 minutes. This one was just a warm-up.

Comment below: did you see it? 👇

#solareclipse #eclipse2026 #totaleclipse #space #astronomy #universe #sun #moon #science #mindblown #viralreelschallenge",72,"08/13/2026 12:38",https://www.facebook.com/reel/2037999633589180/,Reel,,Lifetime,11.142,0,-5.8x,0,0,1124,21,1,18,2,1,12357.167,1095,1186
122125848027355495,61590664855715,"Universe impact","EARTH HAS A SECOND MOON 🌍🌙

Earth has a second moon. Smaller than a football field — spinning once every 28 minutes. And right now, a spacecraft is moving in to touch it.

It's called Kamo'oalewa — a quasi-moon that has followed our planet for centuries, looping ahead of us then trailing behind. For years, scientists couldn't agree on what it was. Then 2026 changed everything.

🔭 2016: Discovered by Pan-STARRS, Hawaii — one of only 7 known quasi-moons
🌑 2021: Its reddish surface looked exactly like lunar rock — a piece of the Moon?
🔭 2026: JWST rewrote it — the spectrum does NOT match lunar soil. It looks like a rare E-type asteroid.

Two origin stories are locked in battle:
1️⃣ A chunk of the Moon blasted off by the impact that carved the young Giordano Bruno crater on the far side
2️⃣ A refugee from the asteroid belt, weathered by billions of years in space

🚀 China's Tianwen-2 flew a billion kilometers to find out. It reached Kamo'oalewa in July 2026 — and it's orbiting it right now. Next year it grabs a sample and brings it home.

If the rock matches the Moon — the Moon threw it at us.
If not — we're holding something older than Earth.

The answer lands in November 2027.

So… is it a lost piece of the Moon, or an asteroid older than our planet? Comment your theory below ⬇️

─────────
SOURCES & CREDITS
─────────
🌍 Earth imagery — NASA (Blue Marble) · public domain
🌙 Moon far side — NASA · public domain
☄️ Asteroid close-ups — NASA OSIRIS-REx/Bennu · public domain
🚀 Mission facts — CNSA Tianwen-2 via SpaceNews / Sky & Telescope / Scientific American (2026)
🎵 Music — licensed royalty-free

Science refs: arXiv:2606.24017 (JWST NIRSpec, Feb 2026) · Nature Communications 2026 (LL-chondrite origin) · Astronomy & Astrophysics 2026 (Fenucci et al.)

#SecondMoon #Kamoʻoalewa #QuasiMoon #Tianwen2 #JWST #SpaceX #NASA #Asteroid #SpaceNews #MoonMystery  #UniverseImpact #astronomy #solarsystem  #chinaspace",91,"08/13/2026 09:06",https://www.facebook.com/reel/1051999797816991/,Reel,,Lifetime,22.305,1,-1.6x,0,0,3397,97,16,88,6,3,82730.53,3456,4081
122125664085355495,61590664855715,"Universe impact","THE SUN HAS HIDDEN WHIRLPOOLS

The sun has been hiding whirlpools smaller than a city — for the first time ever, we just saw them. And they could crack the oldest mystery in solar physics: why the corona is a million degrees when the surface is only five and a half thousand.

Using the Daniel K. Inouye Solar Telescope (4-m DKIST) in Hawaii, astronomers caught dozens of vortex-like structures churning through the solar surface — the first observational confirmation of Kelvin-Helmholtz instabilities in the photosphere.

🌀 47 vortex-bearing interfaces in a single frame
🌀 Vortices 25–170 km wide, some doubling in size in under a minute
🌀 Racing across the surface at up to 3 km/s
🌀 Plasma swirling and twisting the sun's magnetic fields

That twisted magnetic energy can snap — producing solar flares and coronal mass ejections that threaten power grids, satellites, and GPS. And it may be feeding the corona its missing million degrees.

Are these whirlpools the engine behind the sun's greatest mystery? Or is something even stranger hiding underneath? Comment your theory below.

─────────
SOURCES & CREDITS
─────────
🔭 NSO/DKIST photosphere imagery & telescope photo — NSF/NSO/AURA/MPS
🧲 MuRAM numerical simulations — NSF/NSO/AURA/HAO
☀️ Corona timelapse — NASA/SDO (public domain)
🎵 Music — licensed royalty-free

Paper: ""Ubiquitous Kelvin–Helmholtz Instabilities Driving Plasma Mixing on the Sun"", Nature 2026
More: NSF National Solar Observatory — nso.edu / an effort of NSF

#Sun #SolarPhysics #Whirlpools #KelvinHelmholtz #DKIST #NSO #Astronomy #Space #Corona #Sunstorms #Science #universeimpact",94,"08/12/2026 15:16",https://www.facebook.com/reel/2958651524486605/,Reel,,Lifetime,13.547,0,-1.4x,0,0,4452,71,8,64,4,5,59011.756,4279,4716
122125422945355495,61590664855715,"Universe impact","Pluto was supposed to be dead. A frozen rock at the edge of the solar
system. The textbooks said so.

Then NASA looked at its heart — and found liquid, still flowing.

Sputnik Planitia is a nitrogen glacier bigger than Texas and Oklahoma
combined. In those New Horizons images, scientists found dark lanes
carved across the ice — almost exactly like Earth glaciers that have
been wetted by liquid from below.

And on Pluto, it can't be rain. It's far too cold.

The only answer: the liquid is coming from inside. Pluto's internal
heat slowly warms the nitrogen ice, warm ice rises and sinks again —
a giant cosmic lava lamp, churning for billions of years. Those
churning cells are less than a million years old. Geologically,
that's yesterday. Pluto isn't a static relic. Its surface is being
renewed, right now.

And if liquid nitrogen is still rising today, Pluto's interior is
warmer than we thought. A warm interior — on a world with a hidden
ocean below the ice — changes what we think is possible.

So… is Pluto dead, or is it waking up?
👉 Comment your theory below.

─────────────────
SOURCES (NASA public domain, no attribution required):
• All visuals: NASA Scientific Visualization Studio
  (svs.gsfc.nasa.gov) — SVS 12080, 30612, 30806, 11952
• New Horizons imagery & research — NASA/JHUAPL/SwRI
• Research: recent-flow findings, The Planetary Science Journal 2026
• BGM: licensed free-use stock

#Pluto #NASA #NewHorizons #Space #DwarfPlanet #LiquidNitrogen
#ScienceFacts #Astronomy #SputnikPlanitia #universeimpact",109,"08/11/2026 12:12",https://www.facebook.com/reel/2424255508111578/,Reel,,Lifetime,30.099,2,+0.8x,0,0,6016,283,49,269,6,9,174845.714,5954,6435
122125344453355495,61590664855715,"Universe impact","Mars was supposed to be dead. A frozen desert. A cold, empty planet.

Then NASA's InSight lander listened to the ground — and recorded over
1,300 marsquakes from a single station on a world with no tectonic
plates. The shaking wasn't the surface. It was something deeper.

Shockwave data revealed a reservoir of liquid water buried roughly
10–20 km beneath the Martian crust. Not a few puddles — enough to
cover the whole planet in a two-kilometre ocean. And InSight's
measurements of the interior show the core is still molten, still
churning. Mars is not a corpse. It has a warm engine running
underneath everything we see.

Three and a half billion years ago this world had rivers, lakes, and
a northern ocean. The surface died. But below, the water may still
be there — shielded, warm, waiting.

Perseverance is caching samples for Earth right now. The first
pieces of Mars are coming home.

So… what do you think is under the ice?
👉 Comment your theory below.

─────────────────
SOURCES (public domain, no attribution required):
• InSight mission imagery & seismic data — NASA/JPL-Caltech
• Buried water reservoir research — Wright et al., PNAS 2024
• Mars core structure findings — NASA InSight, 2023
• All visuals: NASA Image & Video Library / NASA Scientific
  Visualization Studio (svs.gsfc.nasa.gov), public domain
• BGM: licensed free-use stock

#Mars #NASA #Space #InSight #Perseverance #MarsQuake #HiddenOcean
#ScienceFacts #astronomy #universeimpact",110,"08/11/2026 04:12",https://www.facebook.com/reel/1545086040080967/,Reel,,Lifetime,33.411,4,+1.7x,0,0,8755,499,86,465,23,24,295257.787,8714,9916
122125205481355495,61590664855715,"Universe impact","TWO PHOTOS. TWENTY-THREE YEARS APART. AND SOMETHING MOVED. 🪐🔭

In 1983, an infrared satellite named IRAS photographed the sky. In 2006, AKARI photographed it again. Inside both images — the same faint glow. And it had SHIFTED.

This could be the closest we've ever come to a hidden planet.

The hunt started inside 2,000,000 infrared sources. Moving objects were subtracted out, one by one. Down to 13 pairs. Down to ONE. A single dot of heat, 500–700 times farther from the Sun than Earth.

If it's real, it's enormous — possibly heavier than Neptune. Glowing not from sunlight, but from its own internal heat.

Then came the twist. Mike Brown — the Caltech astronomer who predicted Planet Nine — says its orbit is nearly PERPENDICULAR to the solar system. Moving BACKWARD. His verdict: ""One hundred percent NOT Planet Nine."" If it's real — Planet Nine is wrong.

Meanwhile, the clustering that once proved Planet Nine is fading as new objects are added. And one giant — 2017 OF201 — refuses the pattern entirely.

Now the most powerful camera ever built is watching. Vera Rubin. In 10 years it will catalog 37,000 new worlds — 10x everything we've found beyond Neptune. It will either SEE the answer — or close the case for good.

One dot. Two surveys. A secret the solar system has kept for 4.5 billion years.

👇 What do you think is out there — a NEW WORLD, or NOTHING AT ALL?

━━━━━━━━━━━━━━━━━━━━━━
🔔 Follow Universe Impact — we'll report it the moment the data drops.
📌 Save this for when the answer arrives.
━━━━━━━━━━━━━━━━━━━━━━

Sources:
- Phan & Goto, PASA (2025) — IRAS/AKARI Planet Nine candidate search
- Mike Brown (CALTECH) — candidate orbit analysis, ""100% not Planet Nine""
- Siraj et al., ApJ (2026) — declining apsidal clustering (2.7σ→1.9σ)
- Cheng et al., ApJL (2026) — 2017 OF201, 830 AU orbit
- Vera C. Rubin Observatory / LSST — 37,000 TNO projection

#PlanetNine #VeraRubin #PlanetEightHalf #SpaceMystery #Astronomy #IRAS #AKARI #KuiperBelt #SolarSystem #Science #Astrophysics #SpaceDiscovery #HiddenPlanet #UniverseImpact #Caltech #RetrogradeOrbit",113,"08/10/2026 16:05",https://www.facebook.com/reel/1561163552083980/,Reel,,Lifetime,31.91,3,+0.5x,0,0,5580,147,28,139,5,3,174487.579,5429,6003
122125186473355495,61590664855715,"Universe impact","SEVEN STARS ARE DOING SOMETHING THEY SHOULDN'T BE DOING ⚠️

In 2024, Project Hephaistos scanned 5 million stars and found seven that glow in infrared — far more than physics says they should. Dust? Debris disks? Background galaxies? All ruled out.

Then the James Webb Space Telescope pointed straight at the two most promising candidates.

Are these real Dyson spheres — megastructures built by an advanced civilization to capture a star's entire energy output? Or is nature hiding a phenomenon we don't understand yet?

The default answer is always nature first. But in 2026, one new study just mapped exactly where a real Dyson sphere would sit… and it points at stars like these.

Watch till the end. 👇

---

🔔 Follow this page — I uncover space mysteries like this every week.
💬 What do you think: intelligence, or nature? Comment below.
📌 Save this if you're a space nerd.

---

#DysonSphere #JamesWebb #JWST #Astronomy #Space #NASA #SpaceMystery #Science #Universe #Astrophysics #Megastructure #AstronomyLovers #SpaceExploration #ViralScience",93,"08/10/2026 13:25",https://www.facebook.com/reel/1744239360244061/,Reel,,Lifetime,20.915,2,-0.6x,0,0,5572,178,33,169,7,7,114489.156,5540,6026
122124761421355495,61590664855715,"Universe impact","There's a giant object buried beneath the Moon's far side. It's 5 times bigger than the Big Island of Hawaii, hidden 200 kilometers underground. And NASA still can't fully explain it.

In this video:
🌕 How NASA's GRAIL mission mapped the Moon's gravity with two spacecraft
🪨 The South Pole–Aitken basin — the largest crater in the solar system
☄️ The 4-billion-year-old asteroid impact theory
🔴 The mystery: why hasn't this massive object sunk into the core?
🌑 NASA's Artemis missions heading to the south pole to find out

Using real NASA visualization data from GRAIL and the Lunar Reconnaissance Orbiter, this is the strange heart of the Moon — and the mission that's going to uncover what's hiding underneath.

Timestamps:
0:00 The buried anomaly
0:11 GRAIL's gravity mapping mission
0:27 The South Pole–Aitken basin
0:44 The asteroid impact theory
1:00 Why hasn't it sunk?
1:15 Artemis and the future

Sources: NASA GRAIL mission, NASA SVS, LRO data (Geophysical Research Letters)

Hashtags:
#Moon #NASA #Artemis #Space #Science #Astronomy #LunarMystery #SpaceDocumentary #NASAFootage

Tags:
moon anomaly, buried mass moon, GRAIL mission, south pole aitken basin, moon gravity anomaly, lunar science, NASA Artemis, largest crater, space mystery, moon documentary",90,"08/08/2026 12:00",https://www.facebook.com/reel/3629870527214857/,Reel,,Lifetime,39.178,131,+34.5x,0,0,121315,5863,2457,5345,277,234,4689262.732,117530,138031
122124705477355495,61590664855715,"Universe impact","4,000 miles beneath your feet sits a solid ball of iron the size of the Moon, hotter than the surface of the Sun. In 2009, it seemed to stop. In 2024, scientists confirmed it's now spinning in reverse — and in 2025, they discovered it's literally changing shape.

In this video:
🪨 How the inner core was discovered with earthquake ""X-rays""
🌡️ The crushing heat and 3.6 million atm of pressure inside
🔄 The rotation reversal timeline (2009 → 2024 → 2025)
🌀 The hidden 5th layer: the innermost inner core
🌍 A world within a world — and what it means for Earth

This is the strange heart of our planet, and it's doing things scientists never predicted.

Sources: Nature (2024), Nature Geoscience (2025), Nature Communications (2023)

Tags:
inner core, earth core, earth core stopped spinning, inner core spinning reverse, seismic waves, innermost inner core, earth science, nature, usc study, 2025 discovery, planet earth, science explained, universe impact

Hashtags:
#InnerCore #EarthScience #ScienceNews #Geology #Space #universeimpact",110,"08/08/2026 06:49",https://www.facebook.com/reel/987057461049130/,Reel,,Lifetime,29.349,5,-0.2x,0,0,4240,118,30,105,6,6,122620.919,4220,4611
122124589263355495,61590664855715,"Universe impact","A SpaceX rocket just crashed into the Moon 🌙💥

On August 5, 2026, a 4-ton Falcon 9 upper stage hit the lunar surface at 2,400 km/h near Einstein Crater — and nobody on Earth saw it happen.

It was an accident. The empty rocket stage had been drifting in space for 18 months after carrying Firefly's Blue Ghost and Japan's Hakuto-R landers to the Moon. Astronomers flagged its path using public tracking data, NASA confirmed 100% impact — but by then it was too late.

The impact was roughly 3 tonnes of TNT, carving an 18-metre crater and throwing a dust plume tens of kilometres high. Chile's Very Large Telescope caught sodium and lithium gas in the aftermath, and Korea's Danuri orbiter documented the site before and after.

This is only the second accidental rocket impact in history. And as Artemis prepares to build on the Moon — space debris just found a new target. How many more are out there?

📸 NASA · KASA-Danuri · ESO/VLT
🔭 Follow Universe Impact for more.",98,"08/07/2026 16:27",https://www.facebook.com/reel/4608830989398436/,Reel,,Lifetime,30.88,3,+1.3x,0,0,9090,321,95,307,9,9,277461.634,9083,10652
122124441651355495,61590664855715,"Universe impact","Betelgeuse Isn't Alone — And It Just Rewrote the Countdown to the Next Naked-Eye Supernova

One of the brightest stars in your night sky has been hiding a secret for over 100 years. And in July 2026, astronomers finally caught it on camera.

---

TIMESTAMPS

0:00 — The hidden secret of Orion's shoulder star
0:12 — A century of suspicion, decades of unexplained dimming
0:24 — The 2019 ""Great Dimming"" scare
0:37 — December 2024: the observation nobody thought would work
0:57 — Betelgeuse B revealed — heavier than anyone predicted
1:15 — What this means for the coming supernova
1:32 — The final confirmation test: November 2027

---

WHAT IS BETELGEUSE?

Betelgeuse (Alpha Orionis) is a red supergiant star marking the left shoulder of the constellation Orion. It's one of the largest and most luminous stars visible to the naked eye — with a radius roughly 1,400 times that of our Sun. If placed at the center of our solar system, its surface would extend past the orbit of Jupiter.

At approximately 8 million years old, Betelgeuse is young by stellar standards but has already exhausted its hydrogen fuel. It is now in the final stages of its life cycle and is expected to explode as a Type II supernova within roughly the next 100,000 years.

---

VERIFIED FACTS

• Star type: Red supergiant (spectral type M1-2 Ia-Iab)
• Age: ~8 million years old
• Radius: ~1,400× the Sun's
• Luminosity: ~100,000× the Sun's
• Distance: ~650 light-years from Earth (in the Milky Way)
• Location: Constellation Orion, left shoulder
• Expected supernova: within ~100,000 years (not imminent on human timescale)
• When it explodes: visible in daylight from Earth, possibly brighter than the full Moon for weeks

THE COMPANION STAR (BETELGEUSE B / SIWARHA)

• Discovered: Direct images published July 28, 2026 (ESO news release eso2611)
• Images taken: December 2024 (ESO Very Large Telescope, SPHERE-ZIMPOL instrument)
• Lead researcher: Miguel Montargès, Observatoire de Paris
• Paper: Montargès et al., Astronomy & Astrophysics (2026), doi:10.1051/0004-6361/202661023
• Companion type: B-type main-sequence star
• Mass: 2–3 solar masses (heavier than the ~1 solar mass originally predicted)
• Orbital distance: ~8.8 AU from Betelgeuse (roughly the distance of Saturn from our Sun)
• The companion is moving through Betelgeuse's extended outer atmosphere, creating a wake of gas and dust
• This wake explains decades of unexplained brightness fluctuations, including the 2019–2020 ""Great Dimming""
• Final confirmation needed: November 2027, when the companion swings to the opposite side of its orbit

THE GREAT DIMMING (2019–2020)

• Beginning late 2019, Betelgeuse dimmed to roughly one-third of its normal brightness
• The dimming was the most dramatic in observed history
• Initial fears of an imminent supernova were widespread in media
• In January 2020, Hubble observations revealed a large surface mass ejection (SME) — Betelgeuse ejected a cloud of hot plasma that cooled and condensed into dust, blocking ~25% of the star's light
• The companion's gravitational influence may have triggered this ejection

---

OBSERVATORIES & INSTRUMENTS

• ESO Very Large Telescope (VLT) — SPHERE-ZIMPOL instrument (companion imaging)
• Hubble Space Telescope — Surface mass ejection observations (2020)
• ESO VLT — SPHERE instrument (surface imaging during Great Dimming)
• ALMA — Betelgeuse size comparison images
• AAVSO — Long-term light curve monitoring

---

SOURCES

• Montargès et al., ""Direct imaging of a stellar companion to Betelgeuse,"" Astronomy & Astrophysics (July 28, 2026)
• ESO News Release eso2611 (July 28, 2026)
• ESO News Release eso2109: ""Betelgeuse's Great Dimming Revealed"" (2021)
• NASA/Hubble: ""Hubble Captures Spectacular Image of Betelgeuse's Surface"" (2020)
• Andrea Dupree (CfA/Harvard) — Companion wake findings (CNN, January 2026)
• Sci.News: ""Astronomers Directly Image Betelgeuse's Long-Suspected Stellar Companion"" (August 2026)

---

CREDIT

Footage: ESO/M. Montargès et al., NASA, ESA/Hubble, Pixabay (CC0)
Music: Licensed for commercial use
Voice: AI-generated narration
Image Credit: ESO/M. Montargès et al. (CC BY 4.0)

---

FOLLOW UNIVERSE IMPACT

🔔 Subscribe for more breaking space discoveries
📱 Follow us for daily content

#Betelgeuse #Supernova #Orion #ESO #VLT #Astronomy #Space #RedSupergiant #BetelgeuseB #Siwarha #GreatDimming #MiguelMontarges #UniverseImpact #Stars #cosmology",89,"08/07/2026 01:23",https://www.facebook.com/reel/1723859075522577/,Reel,,Lifetime,32.117,15,+4.7x,0,0,18337,712,166,632,42,35,580596.285,17999,21046
